date,'3m',abbott_laboratories,abbvie,abiomed,accenture,activision_blizzard,adobe,advanced_micro_devices,advance_auto_parts,aes_corp,aflac,agilent_technologies,air_products_and_chemicals,akamai_technologies,alaska_air_group,albemarle_corporation,align_technology,all_egion,all_iant_energy,all_state_corp,alphabet_class_c,altria_group,amazon,amcor,american_airlines_group,american_electric_power,american_express,american_international_group,american_tower,american_water_works,ameriprise_financial,amerisourcebergen,ametek,amgen,amphenol,analog_devices,ansys,anthem,aon,a_o_smith,apple,applied_materials,aptiv,adm,arista_networks,assurant,atandt,atmos_energy,autodesk,automatic_data_processing,autozone,avalonbay_communities,avery_dennison,baker_hughes,ball__corp,bank_of_america,baxter_international,becton_dickinson,berkshire_hathaway,best_buy,bio_rad_laboratories,biogen,blackrock,bny_mellon,boeing,booking_holdings,borgwarner,boston_properties,boston_scientific,bristol_myers_squibb,broadcom,broadridge_financial_solutions,brown_and_brown,cadence_design_systems,caesars_entertainment,campbell_soup,capital_one_financial,cardinal_health,carmax,carnival_corporation,carrier_global,catalent,caterpillar,cbre,cdw,celanese,centene_corporation,centerpoint_energy,ceridian,cerner,cf_industries,charles_river_laboratories,charter_communications,chevron_corporation,chipotle_mexican_grill,chubb,church_and_dwight,cigna,cincinnati_financial,cisco_systems,citigroup,citizens_financial_group,citrix_systems,clorox,cme_group,cms_energy,coca_cola_company,cognizant_technology_solutions,colgate_palmolive,comcast,comerica,conagra_brands,conocophillips,consolidated_edison,constellation_brands,the_cooper_companies,copart,corning,corteva,costco,crown_castle,csx,cummins,cvs_health,danaher_corporation,darden_restaurants,davita,delta_air_lines,dentsply_sirona,devon_energy,dexcom,diamondback_energy,digital_realty_trust,discover_financial_services,discovery_series_a,dish_network,dollar_general,dollar_tree,dominion_energy,dominos_pizza,dover_corporation,dow,dte_energy,duke_energy,dupont,dxc_technology,eastman_chemical,eaton_corporation,ebay,ecolab,edison_international,edwards_lifesciences,electronic_arts,enphase_energy,entergy,eog_resources,equifax,equinix,equity_residential,essex_property_trust,estée_lauder_companies,etsy,evergy,eversource_energy,everest_re,exelon,expedia_group,expeditors,extra_space_storage,exxonmobil,f5_networks,facebook,fastenal,federal_realty_investment_trust,fedex,fidelity_national_information_services,fifth_third_bancorp,firstenergy,first_republic_bank,fiserv,fleetcor,fmc_corporation,ford,fortinet,fortive,franklin_resources,freeport_mcmoran,gap,garmin,gartner,general_dynamics,general_electric,general_mills,general_motors,genuine_parts,gilead_sciences,globe_life,global_payments,goldman_sachs,hall_iburton,hanesbrands,the_hartford,hasbro,hca_healthcare,henry_schein,the_hershey_company,hess_corporation,hewlett_packard_enterprise,hilton_worldwide,hologic,home_depot,honeywell,hormel,howmet_aerospace,hp,humana,huntington_bancshares,huntington_ingall_s_industries,idex_corporation,idexx_laboratories,ihs_markit,illinois_tool_works,illumina,incyte,ingersoll_rand,intel,intercontinental_exchange,ibm,international_paper,interpublic_group,international_flavors_and_fragrances,intuit,intuitive_surgical,invesco,ipg_photonics,iqvia,iron_mountain,jacobs_engineering_group,j_b_hunt,jm_smucker,johnson_and_johnson,johnson_controls,jpmorgan_chase,juniper_networks,kansas_city_southern,kelloggs,keycorp,keysight_technologies,kimberly_clark,kimco_realty,kinder_morgan,kla_corporation,kraft_heinz,kroger,l3harris_technologies,labcorp,lam_research,lamb_weston,las_vegas_sands,leggett_and_platt,leidos,lennar,eli_lilly_and_co,lincoln_national,linde,live_nation_entertainment,lkq_corporation,lockheed_martin,loews_corporation,lowes,lumen_technologies,lyondellbasell,mandt_bank,marathon_oil,marathon_petroleum,marketaxess,marriott_international,marsh_and_mclennan,martin_marietta_materials,masco,mastercard,match_group,mccormick_and_company,mcdonalds,mckesson_corporation,medtronic,merck_and_co,metlife,mettler_toledo,mgm_resorts_international,microchip_technology,micron_technology,microsoft,moderna,mohawk_industries,mondelez_international,monolithic_power_systems,monster_beverage,moodys_corporation,morgan_stanley,motorola_solutions,msci,nasdaq,netapp,netflix,newell_brands,newmont,nextera_energy,nielsen_holdings,nike,nisource,norfolk_southern,northern_trust,northrop_grumman,nortonlifelock,norwegian_cruise_line_holdings,nrg_energy,nucor,nvidia,nvr,nxp,oreilly_automotive,occidental_petroleum,old_dominion_freight_line,omnicom_group,oneok,oracle,otis_worldwide,paccar,packaging_corporation_of_america,paychex,paycom,paypal,penn_national_gaming,pentair,peoples_united_financial,pepsico,perkinelmer,pfizer,philip_morris_international,phillips_66,pioneer_natural_resources,pnc_financial_services,pool_corporation,ppg_industries,ppl,principal_financial_group,procter_and_gamble,progressive_corporation,prologis,prudential_financial,ptc,public_service_enterprise_group,public_storage,pultegroup,pvh,qorvo,quanta_services,qualcomm,quest_diagnostics,ralph_lauren_corporation,raymond_james_financial,raytheon_technologies,realty_income_corporation,regency_centers,regeneron_pharmaceuticals,regions_financial_corporation,republic_services,resmed,robert_half_international,rockwell_automation,rollins,roper_technologies,ross_stores,royal_caribbean_group,sandp_global,salesforce,sba_communications,schlumberger,seagate_technology,sealed_air,sempra_energy,servicenow,sherwin_williams,simon_property_group,skyworks_solutions,snap_on,southern_company,southwest_airlines,stanley_black_and_decker,starbucks,state_street_corporation,steris,stryker_corporation,svb_financial,synchrony_financial,synopsys,sysco,t_mobile_us,t_rowe_price,take_two_interactive,tapestry,target_corporation,te_connectivity,teledyne_technologies,teleflex,teradyne,tesla,texas_instruments,textron,thermo_fisher_scientific,tjx_companies,tractor_supply_company,trane_technologies,transdigm_group,the_travelers_companies,trimble,truist_financial,twitter,tyler_technologies,tyson_foods,udr,ulta_beauty,us_bancorp,union_pacific,united_airlines,unitedhealth_group,united_parcel_service,united_rentals,universal_health_services,valero_energy,ventas,verisign,verisk_analytics,verizon_communications,vertex_pharmaceuticals,vf_corporation,viacomcbs,viatris,visa,vornado_realty_trust,vulcan_materials,wabtec,walmart,walgreens_boots_all_iance,the_walt_disney_company,waste_management,waters_corporation,wec_energy_group,wells_fargo,welltower,west_pharmaceutical_services,western_digital,western_union,westrock,weyerhaeuser,whirlpool_corporation,williams_companies,willis_towers_watson,wynn_resorts,xcel_energy,xilinx,xylem,zebra_technologies,zimmer_biomet,zoetis
2016-12-25,0,24,41,0,25,0,64,29,0,0,0,0,0,0,0,0,31,34,43,0,0,0,30,22,0,0,12,0,0,0,0,0,0,21,0,0,0,6,8,0,49,15,0,0,0,0,8,0,0,0,36,0,0,19,0,41,39,0,13,32,0,13,0,0,9,0,48,0,0,20,11,0,0,0,0,0,0,0,0,0,0,25,10,0,0,0,0,0,0,13,0,0,14,0,0,0,0,23,0,0,0,0,0,0,0,0,19,0,0,21,0,0,15,0,0,0,33,0,0,27,23,31,0,0,0,0,23,7,0,0,0,0,0,0,0,23,9,22,0,37,0,8,0,17,4,0,0,0,87,0,0,0,28,0,0,0,0,0,0,0,0,6,0,0,0,45,0,0,0,17,23,51,0,0,14,0,0,0,0,14,0,0,35,0,34,0,0,55,4,9,49,12,57,9,0,11,0,0,31,9,0,0,32,0,0,0,0,0,0,0,43,8,23,0,100,13,0,0,0,0,0,0,15,0,0,15,0,65,20,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,18,0,0,0,0,0,0,0,21,0,0,0,0,0,0,21,0,0,0,21,0,0,6,0,12,0,0,0,22,0,0,0,0,0,0,27,0,0,33,0,0,0,30,0,0,0,0,25,0,0,0,0,0,0,14,16,0,9,21,30,0,0,0,0,13,0,0,0,0,0,0,0,46,28,0,6,0,0,0,0,0,18,0,0,0,0,23,23,0,0,0,2,0,1,0,75,43,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,17,24,0,0,20,0,0,0,0,12,0,27,0,0,0,0,48,13,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,18,0,0,0,45,0,43,15,15,0,0,0,0,0,0,0,0,28,0,13,0,0,0,17,1,0,0,0,19,0,46,44,0,0,31,0,0,0,11,0,0,0,41,0,0,15,0,0,26,0,0,26,7,0,0,0,0,0,0,0,0,0,19,0,0
2017-01-01,9,51,37,0,31,6,27,26,0,0,0,0,0,0,29,0,0,0,0,0,0,0,22,20,0,0,21,0,0,0,0,0,41,0,0,0,41,7,8,0,41,0,0,0,0,37,14,0,32,0,16,0,0,0,0,48,27,0,0,19,0,0,0,0,9,0,21,0,11,0,0,0,0,0,0,0,0,0,0,23,0,0,23,5,0,0,0,0,0,12,0,0,13,0,9,10,0,31,0,23,17,0,0,0,0,0,86,0,0,23,0,0,14,0,0,0,15,10,0,19,0,9,16,0,0,0,51,1,0,14,0,0,0,0,0,10,0,10,0,17,0,7,0,15,10,0,26,0,66,0,0,0,26,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,0,52,0,0,6,42,100,0,0,37,0,0,49,0,0,0,0,46,14,0,30,31,31,16,0,20,0,0,21,16,0,13,10,0,0,0,0,46,0,0,36,28,0,0,91,29,0,0,0,0,0,0,14,21,0,39,0,76,0,0,0,13,0,13,0,0,0,0,0,0,0,11,0,0,0,0,41,0,0,0,20,0,6,15,0,0,0,0,0,0,19,0,0,0,58,0,0,38,0,32,0,0,20,20,0,0,0,0,0,0,18,0,0,36,41,9,0,9,0,42,0,0,27,1,0,0,0,42,0,12,0,0,10,19,28,0,13,0,0,11,0,0,9,0,0,0,0,0,58,0,20,0,0,0,0,0,22,0,0,0,0,21,21,0,0,0,4,0,2,0,34,0,0,0,0,47,0,0,0,20,0,25,0,40,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,20,44,0,27,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,40,0,55,0,0,0,0,0,0,14,0,32,0,0,0,20,81,0,3,0,0,0,0,0,41,40,0,35,0,0,0,0,15,0,0,0,33,0,0,27,0,0,22,0,0,24,23,21,0,83,97,0,0,20,0,0,0,0,0
2017-01-08,2,85,100,0,39,0,57,0,0,0,0,0,0,39,0,0,0,0,38,0,0,35,23,20,0,21,46,0,0,0,0,0,40,47,0,21,0,8,15,0,42,14,0,25,0,0,14,78,10,0,21,0,0,17,0,76,52,24,16,30,0,8,7,0,9,0,63,0,0,0,10,0,0,43,21,0,0,0,15,0,0,0,31,10,0,0,0,0,0,24,0,0,13,0,0,5,39,50,0,0,0,0,59,0,0,0,68,0,0,28,0,0,14,0,0,0,0,10,0,25,0,0,21,31,0,0,20,3,0,0,0,0,0,56,0,20,23,10,0,16,0,4,0,23,12,0,0,13,68,0,0,19,25,0,0,0,1,13,0,0,0,5,0,0,0,0,0,0,0,37,20,50,0,0,13,0,0,0,0,24,38,0,37,16,30,0,0,26,10,16,29,20,0,24,38,34,0,0,30,32,0,0,0,0,0,0,41,22,0,78,32,28,0,0,69,46,0,0,0,0,0,0,54,0,0,31,40,71,0,0,0,13,0,13,0,0,35,0,0,0,1,22,38,29,0,0,0,0,23,0,0,0,3,11,0,8,0,0,0,0,18,0,0,0,25,0,0,48,0,21,0,0,19,0,0,0,0,0,0,32,17,0,0,26,0,35,50,26,0,0,0,0,29,2,0,40,0,0,0,16,0,9,20,57,32,0,0,9,0,12,0,0,0,0,0,0,0,0,43,0,25,0,0,0,0,0,13,0,0,0,0,0,24,0,0,0,2,0,1,0,91,0,0,0,0,0,0,0,0,0,0,6,0,20,0,0,0,0,25,19,0,0,0,0,0,0,0,15,0,0,19,36,0,0,0,0,21,0,12,0,22,0,10,0,0,0,22,0,4,0,11,0,0,0,0,0,0,0,0,0,0,16,5,0,0,40,0,29,0,27,0,0,0,0,0,0,27,0,35,0,0,0,0,0,15,1,100,0,0,0,0,18,0,0,4,0,31,0,0,18,0,0,0,32,0,0,13,0,0,33,0,0,0,17,0,36,0,0,0,0,0,0,0,0,38,0
2017-01-15,9,64,81,0,35,0,30,25,0,0,0,0,0,0,0,0,0,0,37,0,0,70,22,0,0,0,25,0,0,0,0,0,0,37,0,41,0,15,30,0,39,13,0,0,0,0,6,39,0,0,11,0,0,0,0,47,52,0,16,22,0,4,13,0,7,0,0,0,0,35,20,0,0,0,0,0,0,46,15,0,0,45,26,10,25,38,0,0,0,59,0,0,38,33,8,0,0,70,0,0,33,0,0,0,0,0,34,0,0,15,24,0,27,0,26,0,29,0,0,25,0,18,10,61,0,0,40,1,36,14,0,0,0,0,0,30,15,10,0,8,0,6,59,15,9,0,0,13,95,20,0,0,12,10,0,0,1,0,0,0,0,22,0,0,0,20,0,0,0,37,20,51,70,0,13,0,0,0,39,12,0,40,35,32,0,0,0,29,4,16,0,24,20,43,0,53,0,0,61,0,0,0,28,0,25,0,0,22,0,0,35,21,0,0,76,68,0,0,0,0,0,0,14,21,0,21,0,89,0,0,0,13,0,0,0,0,18,0,0,0,1,0,100,0,0,0,0,0,0,44,6,0,0,18,0,8,0,39,19,0,36,0,0,0,44,0,0,21,0,34,0,0,19,39,0,0,0,0,0,0,24,0,0,35,0,0,0,35,0,0,23,13,44,2,0,0,0,0,0,48,14,0,10,19,62,0,0,9,0,14,0,14,0,12,0,0,0,0,26,0,5,0,0,0,0,0,36,0,0,0,0,0,18,0,0,0,2,0,2,0,41,0,100,0,22,34,0,26,0,0,0,6,0,0,0,15,0,0,64,0,0,0,0,0,49,0,0,0,0,0,19,7,0,0,0,0,18,0,0,0,0,0,0,43,0,0,22,0,4,0,13,0,41,0,0,20,0,0,0,0,0,0,10,0,0,0,0,32,27,40,0,0,0,0,96,0,13,0,33,0,0,0,0,0,29,1,40,20,0,0,0,49,0,0,4,0,0,0,0,20,0,0,0,29,0,22,13,37,0,35,0,0,12,40,40,36,0,0,15,0,0,0,0,17,75,0
2017-01-22,9,63,62,0,26,0,44,0,15,0,36,0,0,0,0,0,0,0,0,0,0,0,21,19,93,0,30,0,0,0,0,0,0,9,0,0,0,8,37,0,44,0,0,8,0,0,11,0,51,0,26,0,0,0,0,50,60,0,4,15,0,4,16,18,12,0,21,40,11,34,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,37,0,0,0,0,0,0,63,33,8,5,0,39,0,100,24,0,0,0,19,54,0,0,0,18,0,0,40,0,0,0,0,19,0,21,0,53,15,0,0,0,39,1,0,14,0,0,0,28,40,10,8,29,0,24,0,14,29,7,8,0,0,0,77,0,39,0,25,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,22,0,47,35,0,29,0,0,0,0,24,37,0,33,0,0,0,0,28,3,8,28,17,10,29,0,38,0,0,37,40,0,0,47,0,25,0,40,0,0,38,34,34,0,0,62,51,0,0,0,0,10,0,0,0,19,25,0,64,85,0,0,0,0,13,0,0,0,0,0,26,3,11,12,0,0,0,40,0,0,0,0,0,4,25,0,15,22,0,95,0,18,0,0,0,25,0,0,31,0,31,0,22,0,0,0,0,0,0,0,0,24,0,0,25,0,9,24,9,0,0,0,0,41,2,27,0,0,0,0,8,14,0,10,19,30,0,0,0,0,10,0,27,8,34,0,0,0,0,15,19,29,0,0,37,0,0,22,0,19,0,0,0,16,0,0,0,0,0,1,0,49,0,0,0,0,22,0,52,0,0,15,12,0,19,0,15,0,0,65,0,0,0,0,0,0,0,0,15,20,0,0,35,0,0,0,0,10,0,35,100,43,0,21,0,0,0,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,2,0,0,39,24,32,26,53,0,0,0,0,0,0,0,0,35,0,34,21,0,0,29,5,0,0,0,0,0,31,0,0,63,27,0,0,0,34,0,0,0,32,0,0,7,0,0,24,0,0,11,45,0,0,40,46,0,21,0,0,22,0,0,0
2017-01-29,6,35,36,0,17,0,33,100,30,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,35,0,0,0,0,20,39,27,0,0,0,13,7,0,46,0,0,0,0,0,9,0,10,0,16,0,0,5,0,28,68,24,19,17,0,11,10,0,7,0,0,0,0,34,10,0,0,0,0,0,0,0,0,0,0,0,61,5,0,37,0,0,0,0,0,0,100,32,33,5,0,88,0,0,24,0,0,0,0,0,0,0,0,29,0,0,13,0,0,0,14,9,0,13,0,79,10,0,0,0,39,51,0,0,0,0,0,0,0,49,8,10,7,24,0,9,0,37,8,0,25,0,82,39,0,0,61,0,14,0,0,0,0,0,0,27,0,0,0,58,0,0,0,29,19,52,0,0,11,0,0,0,0,0,0,0,28,0,29,40,0,28,8,24,14,30,10,47,0,28,0,0,26,31,36,25,19,0,0,60,0,22,0,0,42,34,0,0,87,34,0,0,0,0,0,0,27,0,37,21,0,64,17,0,0,25,0,13,0,0,17,0,0,0,1,11,12,14,0,0,0,0,23,0,6,0,0,7,0,0,0,38,19,0,0,25,0,0,12,0,0,10,0,20,0,0,0,0,8,0,0,0,0,0,30,13,0,24,0,8,73,17,0,0,45,0,36,1,0,0,0,0,0,24,14,9,16,18,26,0,25,0,0,12,0,0,8,0,0,0,0,20,23,0,14,0,0,0,0,0,19,0,0,0,23,20,16,0,0,0,14,0,1,0,57,0,0,0,0,22,0,26,0,0,15,6,0,0,0,0,0,0,20,18,44,39,0,0,0,0,0,0,0,0,19,80,0,0,0,0,10,0,35,25,0,0,10,0,0,0,0,22,4,0,42,0,0,0,0,0,20,0,0,0,0,0,2,0,0,39,0,27,13,13,0,0,0,0,0,0,52,0,34,0,0,0,0,0,57,1,0,19,0,0,0,57,38,0,4,0,15,0,0,92,0,0,20,28,0,0,52,0,0,33,0,42,11,34,0,0,0,46,0,21,0,26,0,0,0,0
2017-02-05,2,77,81,0,22,18,22,0,15,0,36,0,0,0,0,0,0,0,0,0,0,0,16,20,0,20,15,0,0,0,0,0,0,37,0,41,0,11,22,0,42,0,0,17,17,0,9,0,31,0,10,39,0,5,0,53,60,24,19,22,0,8,7,0,8,0,21,0,0,0,5,0,0,0,0,31,0,0,0,0,0,0,26,15,24,75,0,0,39,23,0,0,50,0,100,5,39,49,0,22,32,0,0,10,19,0,100,0,41,11,0,0,13,0,9,0,44,19,0,18,0,9,15,30,0,0,30,0,0,0,0,0,0,0,0,59,0,10,0,16,0,6,0,7,7,0,100,13,64,0,0,0,0,10,7,0,1,13,0,0,0,11,0,0,0,39,0,0,0,22,20,44,0,0,20,0,0,0,0,12,37,0,33,16,0,0,0,16,7,40,29,17,10,29,0,100,0,0,27,0,36,0,38,0,0,0,0,22,0,0,20,27,0,0,78,56,0,0,0,0,21,0,0,0,19,38,79,66,0,24,0,13,0,0,0,0,17,0,0,0,1,22,12,28,0,0,40,0,0,0,13,0,0,7,0,8,22,0,0,0,0,0,0,0,31,0,0,21,0,31,0,0,0,0,0,0,0,0,0,0,24,0,0,34,0,0,0,34,0,0,0,0,34,0,0,0,0,0,0,20,28,4,12,0,33,0,0,0,0,13,0,55,0,0,0,0,0,40,44,0,10,0,0,37,0,0,18,0,19,0,0,0,30,0,0,0,6,0,0,0,41,0,0,0,0,0,0,0,0,0,0,12,0,0,0,15,0,0,25,0,0,0,0,0,0,0,0,15,0,0,19,67,0,0,0,21,8,0,58,0,22,0,21,0,0,0,0,0,2,0,10,0,0,0,0,0,21,0,0,0,0,0,5,19,0,0,0,25,13,53,0,77,0,0,0,0,0,0,34,22,23,0,0,0,0,2,39,0,0,32,0,84,0,0,8,0,15,0,0,34,0,0,0,27,0,22,33,0,0,37,0,0,11,40,0,0,0,0,0,0,20,0,0,33,0,0
2017-02-12,7,29,55,0,44,0,42,52,31,0,0,23,0,0,0,0,0,0,0,0,0,0,18,0,0,0,5,0,0,0,0,0,40,9,0,42,0,12,30,0,44,0,0,0,0,73,13,0,0,0,5,0,0,6,0,36,53,0,8,19,0,12,10,19,11,0,0,0,0,0,10,0,0,0,21,0,42,0,0,0,0,0,27,10,0,38,0,0,0,36,48,0,0,0,9,5,0,61,0,0,8,0,0,11,0,0,0,0,0,19,0,0,0,33,0,0,15,10,0,16,0,100,31,15,0,0,50,10,0,0,0,0,0,0,0,40,39,10,0,49,0,8,0,8,17,14,26,0,83,61,0,0,13,0,7,0,0,13,0,0,0,5,0,0,0,100,0,0,0,22,0,47,36,0,11,0,0,0,0,12,0,41,47,16,0,0,0,29,6,25,15,14,10,100,38,39,0,18,20,16,0,26,48,0,0,0,0,45,0,78,38,49,0,0,80,69,0,41,0,0,0,0,41,21,0,31,0,80,0,0,0,0,0,0,0,0,0,0,0,0,1,11,13,0,0,0,0,0,0,0,26,0,100,11,0,8,0,0,39,0,18,0,0,0,32,0,0,21,0,14,0,46,0,59,8,0,0,0,0,0,7,13,0,31,0,9,100,35,0,0,0,0,35,3,0,41,0,0,0,12,14,9,10,38,26,22,0,9,0,13,0,0,17,0,0,0,0,20,27,0,20,0,0,0,0,0,28,0,0,0,24,0,41,0,37,0,14,0,3,17,42,0,0,0,23,35,0,13,0,0,0,12,0,0,0,15,0,0,16,76,0,0,0,0,0,0,0,15,21,0,0,22,0,0,0,0,5,0,36,0,22,45,21,0,0,0,22,0,5,0,15,0,0,0,0,0,0,0,0,40,0,0,2,0,0,0,0,33,14,14,0,0,0,0,0,0,27,0,36,0,0,0,0,0,0,2,20,0,0,16,0,63,0,41,39,0,0,0,0,31,0,0,0,28,0,0,47,0,0,17,0,43,0,17,0,0,0,0,0,0,0,18,44,0,0,38
2017-02-19,8,0,11,0,27,0,42,0,0,0,0,0,0,48,0,0,0,38,0,0,0,0,15,0,0,0,0,0,0,47,0,0,0,35,0,0,0,6,19,0,32,0,0,0,0,0,10,0,13,0,26,0,0,0,0,40,22,30,25,21,0,10,8,23,6,0,0,0,14,0,12,0,0,0,0,20,0,0,19,0,0,0,33,6,0,0,0,0,0,15,59,0,32,0,11,6,0,0,0,0,20,0,0,0,0,0,42,0,0,23,0,0,0,0,0,0,0,0,0,28,26,34,13,0,0,0,0,0,0,0,0,0,0,0,0,12,38,0,0,51,63,10,0,9,16,0,0,0,75,0,0,24,16,0,9,0,1,0,0,0,0,0,0,0,0,74,0,0,0,9,0,45,0,0,18,0,0,50,0,15,0,0,30,0,0,0,57,24,8,30,36,8,13,50,0,6,0,0,17,0,0,0,24,0,0,0,0,28,0,0,47,9,0,0,82,50,0,0,0,0,0,0,0,26,0,24,0,63,0,0,0,16,0,0,0,0,0,0,49,100,0,14,16,18,0,0,0,0,0,0,0,0,27,9,0,10,0,0,0,0,23,0,0,0,23,0,0,13,0,43,0,28,0,0,0,0,0,0,0,40,9,0,0,14,0,32,31,43,0,0,0,16,25,2,0,0,0,0,0,15,0,17,5,70,30,0,16,0,0,12,0,0,11,14,0,0,25,25,21,0,6,0,11,0,0,0,16,0,0,0,0,0,20,0,0,0,7,0,1,0,31,0,0,0,0,28,0,0,0,0,19,0,0,0,0,19,0,0,6,0,0,0,0,0,0,0,0,19,0,0,0,36,0,0,0,0,16,0,29,0,0,0,13,0,15,0,0,28,7,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,31,33,50,0,49,0,0,0,0,17,0,33,0,0,0,0,0,0,1,0,0,0,0,0,39,48,0,5,0,0,0,0,24,0,0,0,32,0,0,33,0,0,26,53,0,0,21,25,0,0,0,0,0,0,11,27,0,0,47
2017-02-26,0,0,0,0,41,0,45,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,14,0,0,50,0,0,0,12,0,0,0,11,50,0,33,18,0,34,0,0,12,0,0,0,21,0,0,0,54,48,0,0,11,35,0,5,4,49,8,0,0,0,15,0,7,52,0,0,0,21,0,0,0,0,0,0,100,7,0,0,0,18,0,0,0,0,0,0,0,0,0,27,0,15,22,0,0,0,26,0,0,0,0,17,0,0,0,0,0,0,0,13,0,10,0,48,14,0,0,0,0,0,0,0,0,0,0,0,0,13,41,0,9,43,0,9,0,10,8,18,0,0,68,27,0,0,17,0,0,0,0,0,0,0,0,14,0,0,0,26,0,0,0,29,0,48,0,0,27,0,0,27,0,0,0,0,32,43,0,0,0,51,4,11,0,23,0,7,0,0,0,0,31,21,0,0,25,32,0,0,0,30,0,0,50,9,0,0,78,30,0,0,0,0,0,0,0,56,0,22,0,28,0,0,0,0,0,17,0,0,23,0,0,0,0,14,0,38,52,0,0,0,0,0,0,0,2,29,0,21,29,0,26,0,24,0,0,0,0,0,0,7,0,23,0,0,0,0,0,0,0,0,0,0,14,0,0,37,0,23,0,0,0,0,0,17,17,3,0,0,0,0,0,38,0,0,16,0,30,0,17,0,0,14,0,0,11,16,0,0,0,0,30,0,0,0,0,0,0,35,17,0,0,0,0,0,21,0,0,0,3,0,1,0,0,0,0,0,0,15,0,0,0,0,0,16,0,0,0,20,0,0,15,25,0,0,0,0,0,0,0,0,0,0,26,38,0,0,0,0,14,0,0,0,29,0,28,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,24,0,0,0,0,0,0,0,0,18,0,35,0,0,0,0,0,19,1,0,0,50,0,0,65,0,0,0,0,0,0,0,31,0,0,0,29,0,0,0,0,0,36,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-05,9,0,0,0,12,0,42,0,42,0,51,0,0,0,0,51,38,0,0,0,0,0,17,0,0,0,35,0,0,0,0,0,0,13,0,29,0,5,21,0,32,38,0,12,0,0,15,0,0,0,7,0,0,15,0,30,0,0,16,9,0,5,0,51,4,0,0,0,15,0,0,0,0,0,0,0,0,0,43,0,0,0,68,14,0,53,0,0,0,16,67,0,0,0,0,0,0,14,0,0,23,0,0,0,0,0,23,0,0,26,33,0,19,0,0,0,0,0,0,13,0,75,14,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,34,0,4,0,21,20,19,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,31,0,51,0,0,20,0,0,0,0,0,0,0,26,0,0,0,0,54,7,11,0,14,0,19,0,13,0,0,23,11,0,0,0,0,0,0,0,93,0,0,48,10,0,0,73,32,0,0,0,0,0,0,19,29,0,28,0,37,0,0,0,53,0,0,0,0,24,0,0,0,1,30,0,0,0,45,0,0,32,0,0,0,2,25,0,0,0,0,54,0,25,0,0,0,17,0,0,7,0,19,0,0,27,0,0,0,0,0,0,0,10,0,0,21,0,0,0,0,58,0,0,18,19,1,0,0,0,0,0,28,0,6,8,0,26,0,18,12,0,15,0,0,12,32,0,0,28,0,27,0,14,0,0,0,0,0,20,0,0,0,0,0,25,0,0,0,5,0,0,0,0,52,0,0,0,32,0,0,0,0,0,100,0,0,0,0,27,0,13,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,15,18,0,33,0,0,0,0,0,0,0,0,31,3,0,12,0,0,0,0,0,0,0,0,55,0,22,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,32,31,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,35,0,0,0,28,0,0,28,0,0,44,0,0,0,40,0,0,56,0,42,0,28,12,0,0,0,0
